Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,Recommended_Exercises,Exercise_Type_Details
52,Male,82.4,1.72,166,137,53,1.01,685.0,Strength,24.4,2.7,4,2,27.85,"Holman Hip Raise with Alternating Kick, Seated Straigh-Bar Curl Superset, Holman Elbow Plank Pike","Type: Strength, Equipment: Kettlebells, Level: Intermediate"
54,Male,67.0,1.68,191,164,63,0.55,446.0,Yoga,20.5,2.8,3,1,23.74,"Band upright row, Cross-body toe-touch, Sit-Up - Gethin Variation","Type: Stretching, Equipment: Body Only, Level: Intermediate"
31,Female,42.3,1.6,163,163,70,1.09,888.0,Cardio,25.1,1.9,3,2,16.52,"Holman 180 Jump, FYR Kettlebell Sumo Squat, Barbell front squat to back squat","Type: Cardio, Equipment: Other, Level: Beginner"
20,Male,82.7,1.99,179,146,59,1.69,1357.0,HIIT,14.6,3.5,5,3,20.88,"Smith machine V-up, MetaBurn Plank With Dumbbell Rotation, Hack Squat - Gethin Variation","Type: Cardio, Equipment: Body Only, Level: Intermediate"
18,Male,92.4,1.74,195,168,50,1.41,1303.0,Yoga,21.3,3.1,2,1,30.52,"Holman Single-Leg Right Pike, Plank Fire Hydrants, Kettlebell Windmill","Type: Stretching, Equipment: Body Only, Level: Intermediate"
22,Female,63.2,1.54,191,155,53,1.02,790.0,Cardio,29.5,2.4,4,2,26.65,"Banded compass jump squat, HM Alternating Side Lunge, Forward Band Walk","Type: Cardio, Equipment: Machine, Level: Intermediate"
43,Male,82.7,1.85,187,142,50,1.22,858.0,Yoga,28.2,3.1,4,2,24.16,"Holman Feet-Elevated Shoulder Tap, Sit-Up - Gethin Variation, MetaBurn Single-Leg Arnold Press","Type: Stretching, Equipment: Other, Level: Beginner"
31,Male,86.6,1.76,172,151,66,1.29,1071.0,Strength,28.9,3.3,3,2,27.96,"Dave Draper Forehead Curl, Glute ham raise-, Dumbbell front raise and press","Type: Strength, Equipment: Bands, Level: Intermediate"
56,Male,129.5,1.95,160,129,66,1.0,639.0,Strength,25.2,3.5,2,1,34.06,"Barbell speed squat, Decline Explosive Push-Up, Holman Foot-Elevated Step-To-Lunge","Type: Strength, Equipment: Body Only, Level: Intermediate"
44,Male,98.0,1.83,194,130,56,1.28,824.0,Cardio,25.7,3.5,4,2,29.26,"Machine seated calf raise, Holman Weighted Wide-to-Narrow Squat Jump, UN Barbell Front Squat","Type: Cardio, Equipment: Machine, Level: Intermediate"
26,Male,86.2,1.68,189,157,72,1.97,1701.0,Strength,13.3,3.5,5,3,30.54,"Hack Squat - Gethin Variation, Pull-up - Gethin Variation, Reverse lunge","Type: Strength, Equipment: Cable, Level: Beginner"
32,Male,78.6,1.62,195,125,69,1.28,880.0,Yoga,29.6,3.1,3,1,29.95,"Barbell Ab Rollout - On Knees, MetaBurn Alternating Dumbbell Sit-Through, Holman Hands-Elevated Straight Plank Pike","Type: Stretching, Equipment: Body Only, Level: Intermediate"
32,Female,59.0,1.66,184,160,64,0.51,408.0,Cardio,31.0,1.8,2,1,21.41,"Holman Alternating Reverse Prisoner Lunge, King Maker Hack Squat, UP Squat","Type: Cardio, Equipment: Other, Level: Intermediate"
43,Female,57.3,1.79,175,166,62,1.98,1479.0,Yoga,17.8,2.7,4,3,17.88,"Line-Drill Foot Work, Plank - Gethin Variation, Single-leg leg extension-","Type: Stretching, Equipment: Foam Roll, Level: Intermediate"
59,Male,122.3,1.89,178,153,51,0.66,500.0,Yoga,20.1,3.1,3,1,34.24,"Dumbbell clean and push-press, 30 Shoulders Incline Face-Up Straight-Bar Front Raise, Barbell Side Bend","Type: Stretching, Equipment: Body Only, Level: Intermediate"
30,Male,85.3,1.95,160,155,68,1.61,1373.0,Yoga,10.4,3.5,5,3,22.43,"Smith machine behind-the-neck press, Reverse Machine Flyes, Holman Knee Pull-In Crunch","Type: Stretching, Equipment: Body Only, Level: Beginner"
49,Female,45.2,1.74,164,156,73,1.24,870.0,Strength,30.8,2.1,3,2,14.93,"MetaBurn Plyo Push-Up, Holman Boat Pull-Over, Barbell Bench Press-Wide Grip","Type: Strength, Equipment: Body Only, Level: Intermediate"
56,Male,55.6,1.92,181,136,62,0.68,458.0,Strength,29.4,3.2,3,1,15.08,"Front Squats With Two Kettlebells, Hack Squat - Gethin Variation, Dumbbell spell caster","Type: Strength, Equipment: Machine, Level: Intermediate"
49,Male,82.8,1.95,183,159,73,1.91,1503.0,Yoga,14.3,3.5,5,3,21.78,"Dumbbell Lying Rear Lateral Raise, Single-arm dumbbell arc row, HM Tuck-Up Get-Up","Type: Stretching, Equipment: Other, Level: Intermediate"
21,Male,125.2,1.66,196,159,60,1.38,1207.0,HIIT,29.8,3.4,3,2,45.43,"Kettlebell thruster progression, Barbell hack squat, Holman Right Lunge Jump with Right Overhead Press","Type: Cardio, Equipment: Machine, Level: Intermediate"
47,Female,58.5,1.79,195,131,71,1.42,837.0,Yoga,30.3,2.4,4,2,18.26,"FYR Band Pull-Apart, HM Left Side Crunch, Rope Face Pull - Gethin Variation","Type: Stretching, Equipment: nan, Level: Beginner"
54,Male,86.1,1.95,195,140,64,1.17,811.0,Yoga,27.9,3.4,2,1,22.64,"Backward Medicine Ball Throw, Holman In-Out Straight Plank, Plank - Gethin Variation","Type: Stretching, Equipment: Other, Level: Beginner"
40,Female,63.5,1.61,163,159,59,1.31,1041.0,Cardio,33.4,1.6,3,2,24.5,"Box Skip, Band overhead squat, Dumbbell Goblet Squat","Type: Cardio, Equipment: Other, Level: Beginner"
56,Male,69.3,1.68,195,138,58,0.66,451.0,Yoga,26.5,2.1,2,1,24.55,"MetaBurn Side Plank Oblique Crunch, Single-arm dumbbell arc row, 30 Shoulders Cable Straight-Bar Upright Row","Type: Stretching, Equipment: Body Only, Level: Intermediate"
32,Female,70.5,1.62,177,122,58,1.24,756.0,Strength,28.4,1.8,2,1,26.86,"UN Front Foot Elevated Split Squat, Kettlebell Dead Clean, Seated Calf Raise - Gethin Variation","Type: Strength, Equipment: Dumbbell, Level: Beginner"
46,Female,60.1,1.65,175,137,69,1.69,1042.0,Cardio,17.3,2.7,4,3,22.08,"FYR2 Kettlebell Reverse Lunge Switch Grip, Muscle Beach Front Kick, Heaving Snatch Balance","Type: Cardio, Equipment: Body Only, Level: Intermediate"
53,Male,94.1,1.95,177,138,50,0.89,608.0,HIIT,28.6,3.5,3,1,24.75,"Decline kayak, Banded jump squat, Holman Roll-Back to Squat Thrust to Renegade Triceps Press","Type: Cardio, Equipment: Machine, Level: Intermediate"
30,Female,79.2,1.62,181,166,66,1.26,1046.0,Cardio,28.0,2.5,4,2,30.18,"Holman Weighted Narrow-Mid-Wide Hop, Holman Towel Burpee to Push-Up, On-Your-Back Quad Stretch","Type: Cardio, Equipment: Body Only, Level: Beginner"
49,Male,115.3,1.91,161,125,61,1.38,854.0,HIIT,29.2,3.2,2,1,31.61,"FYR Bear Crawl Shoulder Tap, Hanging toes-to-bar, Dumbbell Fix Alternating Renegade Row","Type: Cardio, Equipment: Machine, Level: Beginner"
24,Female,62.9,1.79,180,135,59,1.42,958.0,Cardio,27.3,2.3,4,2,19.63,"Split Snatch, Barbell step-up, Holman Weighted Low Squat Punch","Type: Cardio, Equipment: Machine, Level: Beginner"
39,Male,62.0,1.64,195,127,54,0.97,678.0,Cardio,27.5,3.2,3,1,23.05,"Stationary bike, HM Left Knee-Up, Jump squat-","Type: Cardio, Equipment: Other, Level: Intermediate"
45,Male,88.5,1.78,198,167,67,1.53,1265.0,HIIT,13.2,3.5,4,3,27.93,"Dumbbell Fix Dumbbell Pull-Over, Barbell Side Bend, Holman Towel Elbow Plank Jack","Type: Cardio, Equipment: Other, Level: Intermediate"
19,Female,73.9,1.77,198,137,64,1.28,877.0,Strength,32.5,2.6,3,2,23.59,"Stride Jump Crossover, Holman Left Reverse Lunge to Front Kick, Sit Squats","Type: Strength, Equipment: Machine, Level: Intermediate"
59,Male,50.3,1.95,188,167,55,1.07,885.0,Strength,24.4,3.4,3,1,13.23,"Kettlebell sumo squat, UN Hands Elevated Push-Up, Boss Everline 10-Yard Sprints","Type: Strength, Equipment: Body Only, Level: Intermediate"
23,Male,83.1,1.8,185,162,56,0.7,624.0,Strength,29.3,3.1,3,1,25.65,"Push-up, Crucifix, Shoulder Raise","Type: Strength, Equipment: Body Only, Level: Intermediate"
45,Female,65.1,1.78,180,158,66,1.46,1038.0,Cardio,31.3,2.3,3,1,20.55,"Holman Donkey Run, HM Alternating Jump Lunge, Barbell walking lunge","Type: Cardio, Equipment: Machine, Level: Beginner"
45,Male,46.6,1.79,176,168,55,1.46,1214.0,Yoga,22.9,2.4,3,2,14.54,"Dumbbell crusher, Holman Elbow Plank Swim, Holman Elbow Plank to Stacked Plank Hip Drop","Type: Stretching, Equipment: Body Only, Level: Beginner"
37,Male,103.5,1.89,175,168,57,0.54,499.0,Cardio,26.4,3.1,2,1,28.97,"Total Fitness Hamstring Slide, Hybrid deadlift, Barbell forward lunge","Type: Cardio, Equipment: Other, Level: Beginner"
47,Female,61.9,1.54,190,131,61,1.95,1150.0,Yoga,16.4,2.7,4,3,26.1,"Lying Leg Curl - Gethin Variation, Elbow plank jack, Band low-to-high twist","Type: Stretching, Equipment: Body Only, Level: Intermediate"
28,Female,52.0,1.61,168,164,70,1.32,1082.0,Yoga,27.9,2.0,3,2,20.06,"Holman Straight Plank with Alternating Leg Kick-Under, MetaBurn Alternating Plank Row With Dumbbell Pull-Through, Leg Pull-In","Type: Stretching, Equipment: Body Only, Level: Beginner"
45,Male,113.4,1.71,190,129,63,0.83,530.0,Strength,24.0,2.3,2,1,38.78,"Holman Standing Heel Click to Hands Down Heel Click, Burpee over kettlebell, Holman Left Side Plank with Right Triceps Press","Type: Strength, Equipment: Dumbbell, Level: Beginner"
42,Male,62.9,1.98,173,126,61,1.42,886.0,Yoga,28.5,3.4,4,2,16.04,"30 Gorilla Chin Oblique Crunch, 30 Decline Reverse Crunch, Standing leg swing","Type: Stretching, Equipment: Other, Level: Intermediate"
56,Female,40.4,1.8,196,165,72,1.23,913.0,Cardio,30.0,2.1,4,2,12.47,"Burpee, MetaBurn Star Jump, Seated Leg Curl","Type: Cardio, Equipment: Other, Level: Intermediate"
50,Female,67.1,1.75,161,120,59,0.67,362.0,Cardio,31.8,2.7,3,1,21.91,"Standing Calf Raise Facing Hack Squat Machine - Gethin Variation, Machine seated calf raise, One-Arm Open Palm Kettlebell Clean","Type: Cardio, Equipment: Body Only, Level: Beginner"
18,Male,70.0,1.61,173,168,71,1.3,1201.0,Strength,23.9,2.5,2,1,27.01,"Holman Shoulder Tap to Dirty Dog, Kettlebell Pass Between The Legs, Bench press","Type: Strength, Equipment: Dumbbell, Level: Beginner"
44,Female,69.5,1.75,192,155,69,1.02,711.0,HIIT,27.6,2.1,3,1,22.69,"Holman 180 Jump Hop Forward Hop Back, Linear 3-Part Start Technique, Dumbbell Fix Dumbbell Alternating Reverse Lunge","Type: Cardio, Equipment: Machine, Level: Intermediate"
30,Male,107.9,1.66,194,140,64,1.08,832.0,Cardio,29.5,2.8,3,2,39.16,"Holman Alternating Forward Lunge, Stair climber, KV Dumbbell Lunges","Type: Cardio, Equipment: Body Only, Level: Beginner"
58,Male,109.0,1.91,198,156,56,1.49,1151.0,Yoga,26.0,2.2,3,2,29.88,"30 Landmine Twist, V-up plus knee-to-chest combo, Cross-body shoulder stretch","Type: Stretching, Equipment: Foam Roll, Level: Intermediate"
20,Male,101.0,1.91,179,143,58,1.36,1070.0,Cardio,29.3,2.7,3,2,27.69,"Dumbbell Lunges, Holman Burpee to Flying Squat Thrust, UN Forward Lunge","Type: Cardio, Equipment: Body Only, Level: Intermediate"
56,Male,88.5,1.85,161,144,59,1.57,1119.0,Cardio,11.0,3.5,4,3,25.86,"FYR2 Reverse Lunge to Single-Leg Kettlebell Deadlift, Barbell forward lunge, Holman Squat to Right-Arm Overhead Press","Type: Cardio, Equipment: Machine, Level: Intermediate"
23,Male,80.9,1.8,178,126,59,1.55,1074.0,Cardio,10.7,3.5,4,3,24.97,"Holman Squat Thrust to Push-Up to Super Woman, Side Lunge Touching Heel, Single-arm side deadlift","Type: Cardio, Equipment: Other, Level: Beginner"
25,Female,43.1,1.62,196,161,65,1.04,837.0,HIIT,33.6,1.8,4,2,16.42,"Muscle Beach Sprint, Holman Left Hand Right Foot Crab Reach, Bootstrapper squat","Type: Cardio, Equipment: Other, Level: Intermediate"
44,Female,59.1,1.52,177,136,56,1.58,967.0,Yoga,18.4,2.7,5,3,25.58,"Holman Towel Burpee, MetaBurn Oblique Roll Crunch, BOSU cross-body crunch","Type: Stretching, Equipment: Body Only, Level: Beginner"
26,Female,54.0,1.53,175,148,54,1.14,844.0,Strength,26.9,1.7,3,1,23.07,"Glute bridge step-out, Dumbbell Lying Hamstring Curl, Side Lateral Raise","Type: Strength, Equipment: Other, Level: Intermediate"
54,Female,72.3,1.78,163,149,72,1.27,852.0,Cardio,27.7,1.8,2,1,22.82,"Quick Leap, FYR2 Reverse Burpee Tuck Jump, Alien Squat","Type: Cardio, Equipment: Machine, Level: Intermediate"
50,Male,51.1,1.98,171,126,52,0.92,574.0,Yoga,28.0,2.4,2,1,13.03,"Single-arm landmine pull and press, UNS Pec stretch, Standing dumbbell knee crunch-","Type: Stretching, Equipment: Foam Roll, Level: Intermediate"
59,Male,89.4,1.72,188,152,67,1.08,813.0,Yoga,24.5,3.2,3,1,30.22,"Alligator Crawl, Toe-touch, HM Cross-Over Crunch","Type: Stretching, Equipment: Body Only, Level: Beginner"
41,Male,51.5,1.8,166,126,60,1.09,680.0,Strength,26.7,2.1,4,2,15.9,"Frog kick, Incline cable rope triceps extension, Seated Bent-Over Two-Arm Dumbbell Triceps Extension","Type: Strength, Equipment: Body Only, Level: Intermediate"
32,Male,87.9,1.88,173,143,64,1.52,1195.0,Cardio,11.6,3.5,5,3,24.87,"Lateral lunge, 30 Legs Machine Hack Squat, Seated Calf Stretch","Type: Cardio, Equipment: Body Only, Level: Intermediate"
49,Female,42.0,1.52,171,130,70,1.1,644.0,HIIT,28.8,2.2,3,1,18.18,"Total Fitness Side Plank, FYR Banded Plank Jack, Holman Weighted Lunge Jump with Biceps Curl","Type: Cardio, Equipment: Other, Level: Beginner"
49,Male,79.2,1.72,194,128,69,1.46,925.0,Yoga,29.9,3.3,3,1,26.77,"FYR Dumbbell Arnold Press, Incline Dumbbell Y Raise, Holman Plate Hill Climber","Type: Stretching, Equipment: Other, Level: Beginner"
41,Male,64.8,1.71,164,131,54,1.2,778.0,Strength,22.5,2.8,3,2,22.16,"HM Alternating Step-Back, Bodyweight triceps press, Single-arm incline rear delt raise","Type: Strength, Equipment: Barbell, Level: Intermediate"
58,Female,63.0,1.78,176,154,73,1.58,1095.0,HIIT,17.5,2.7,4,3,19.88,"Medicine ball jumping jill, HM Fragon, HM Floor Jack","Type: Cardio, Equipment: Body Only, Level: Intermediate"
29,Female,56.2,1.77,191,123,61,0.68,418.0,Yoga,33.4,2.6,3,1,17.94,"Landmine Linear Jammer, Holman Towel Reverse Plank Alternating Heel Pull-in, Single-arm cable front raise","Type: Stretching, Equipment: Body Only, Level: Intermediate"
56,Female,52.9,1.64,169,155,53,1.1,767.0,Cardio,27.4,2.3,3,2,19.67,"Holman Weighted Hook Punch to Squat Thrust, Holman Left Reverse Lunge to Front Kick, Lateral shuffle","Type: Cardio, Equipment: Body Only, Level: Intermediate"
19,Female,49.0,1.69,176,147,64,1.05,772.0,Yoga,29.2,2.4,3,1,17.16,"Holman Straight Plank with Hand Tap, Pallof press, Log Lift","Type: Stretching, Equipment: Foam Roll, Level: Intermediate"
20,Male,128.2,1.84,164,132,58,0.83,603.0,HIIT,26.2,2.3,3,1,37.87,"Holman Left Hip Drop Push-Up, King Maker Burpee, Clean from Blocks","Type: Cardio, Equipment: Other, Level: Intermediate"
54,Male,83.6,1.86,168,142,56,1.54,1082.0,HIIT,12.4,3.5,5,3,24.16,"Shuttle run training, Over bench jump, FYR Alternating Lunge","Type: Cardio, Equipment: Other, Level: Beginner"
34,Female,56.2,1.77,192,138,59,1.81,1249.0,Cardio,17.3,2.7,5,3,17.94,"Holman Slow Weighted Reverse Lunge, Dumbbell walking lunge-, Anterior Tibialis-SMR","Type: Cardio, Equipment: Other, Level: Beginner"
19,Male,87.8,1.78,195,161,72,1.28,1133.0,Cardio,23.6,3.3,2,1,27.71,"Holman Quick Feet to Quad Touch Jump, Front-To-Back Barbell Squat, Barbell back squat","Type: Cardio, Equipment: Other, Level: Intermediate"
19,Male,85.9,1.85,195,156,62,1.66,1424.0,Strength,12.9,3.5,4,3,25.1,"Incline Dumbbell Y Raise, Holman Squat Hip Drive, UNS Cable Pull-Through","Type: Strength, Equipment: Body Only, Level: Intermediate"
45,Male,51.1,1.87,177,158,57,1.44,1126.0,Cardio,26.2,3.4,4,2,14.61,"Holman Jump-Out Push-Up, Sumo deadlift, Holman 90-Degree Jump","Type: Cardio, Equipment: Body Only, Level: Beginner"
40,Female,57.4,1.71,168,143,61,1.87,1337.0,Strength,18.3,2.7,5,3,19.63,"Chest Push (multiple response), Holman Boat with Weighted Cross Punch, Holman Reverse Crunch to Hip Raise","Type: Strength, Equipment: Other, Level: Intermediate"
54,Male,114.9,1.92,188,135,71,1.2,802.0,HIIT,20.7,2.6,4,2,31.17,"Alternate Leg Diagonal Bound, HM Flutter Kick, Toe-touch","Type: Cardio, Equipment: Body Only, Level: Intermediate"
49,Female,62.1,1.66,173,152,73,1.37,937.0,HIIT,31.3,1.8,3,2,22.54,"30 Hanging Oblique Crunch, Holman Elbow Plank to Alternating Side Plank Crunch, HM Squat Jump","Type: Cardio, Equipment: Body Only, Level: Beginner"
50,Male,57.1,1.91,184,131,68,1.09,707.0,Yoga,29.5,2.7,4,2,15.65,"Jordan Shallow Foam Roller Thoracic Extension, Leg Pull-In, RG Single-Arm Cross-Body Cable Front Raise","Type: Stretching, Equipment: Body Only, Level: Beginner"
18,Male,68.1,1.8,174,153,50,1.1,926.0,Yoga,25.4,3.3,4,2,21.02,"Single-arm lying cable front raise, Single-arm incline rear delt raise, FYR Single-Arm Dumbbell Press","Type: Stretching, Equipment: Body Only, Level: Intermediate"
36,Male,69.2,1.65,165,126,65,1.23,852.0,Strength,27.2,2.7,3,1,25.42,"King Maker Push-up, HM Alternating Side Plank Reach, Single-arm lateral raise","Type: Strength, Equipment: Dumbbell, Level: Beginner"
19,Female,65.2,1.52,188,130,71,1.23,800.0,Cardio,30.6,2.4,3,1,28.22,"Hang Snatch, Burpee tuck jump, Holman 180 Jump Hop Forward Hop Back","Type: Cardio, Equipment: Machine, Level: Intermediate"
43,Male,108.6,1.73,174,150,66,1.33,988.0,Cardio,28.5,2.2,2,1,36.29,"Weighted Squat, Vertical Swing, AM Jump Squat","Type: Cardio, Equipment: Body Only, Level: Beginner"
49,Female,40.0,1.65,188,148,74,1.03,686.0,Yoga,34.3,2.5,3,2,14.69,"Exercise ball pike, 30 Shoulders Machine Shoulder Press, Holman Elbow Plank Swim","Type: Stretching, Equipment: Body Only, Level: Intermediate"
23,Female,41.9,1.58,163,132,67,0.56,370.0,HIIT,26.8,1.8,3,1,16.78,"HM Alternating Side Plank Reach, Hanging Oblique Knee Raise, Muscle Snatch","Type: Cardio, Equipment: Body Only, Level: Intermediate"
49,Female,68.3,1.52,177,150,60,1.45,979.0,Strength,29.4,1.8,4,2,29.56,"Medicine ball ninja, FYR2 Double-Under, Holman Alternating Hip Drop to Push-Up","Type: Strength, Equipment: Machine, Level: Intermediate"
21,Male,88.4,1.6,198,121,67,1.71,1138.0,HIIT,12.0,3.5,4,3,34.53,"3D dumbbell lunge, 30 Legs Barbell Back Squat, Holman Stair Toe Tap","Type: Cardio, Equipment: Body Only, Level: Intermediate"
28,Male,66.0,1.9,175,158,56,1.18,1025.0,HIIT,24.1,3.0,3,1,18.28,"Holman Left Leg Forward Lunge Hop, Kneeling cable crunch, Mountain climber","Type: Cardio, Equipment: Body Only, Level: Intermediate"
34,Male,71.9,1.64,170,134,67,1.26,929.0,Cardio,21.3,2.1,4,2,26.73,"FYR Tuck Jump, Dumbbell step-up, Dumbbell reverse lunge","Type: Cardio, Equipment: Machine, Level: Intermediate"
55,Male,75.6,1.71,173,130,57,1.03,663.0,Strength,28.1,2.0,4,2,25.85,"FYR Kneeling Biceps, Holman Standing Heel Click to Hands Down Heel Click, MetaBurn Tabletop Hip Thrust","Type: Strength, Equipment: Body Only, Level: Intermediate"
41,Female,63.4,1.59,162,153,55,1.84,1267.0,HIIT,15.2,2.7,5,3,25.08,"Holman Seated Killer Abs Overhead Press, Dumbbell side bend, Knee-tuck kick-up","Type: Cardio, Equipment: Body Only, Level: Intermediate"
22,Female,71.6,1.77,197,158,56,1.49,1177.0,Yoga,30.3,1.8,3,1,22.85,"Feet-elevated bench side plank, Split Snatch, Decline plate sit-up twist","Type: Stretching, Equipment: Body Only, Level: Intermediate"
51,Female,57.4,1.77,177,123,72,1.08,598.0,Yoga,31.6,2.1,4,2,18.32,"Holman Feet-Elevated Straight Plank Toe-Tap Series, Bar shoulder extension stretch, CM Forward Shoulder Press","Type: Stretching, Equipment: Body Only, Level: Intermediate"
23,Male,83.8,1.99,179,130,71,1.79,1280.0,Cardio,11.0,3.5,4,3,21.16,"Holman Quad Touch Jump, Single-leg dumbbell Romanian deadlift, Taylor Kettlebell Goblet Squat","Type: Cardio, Equipment: Other, Level: Beginner"
39,Female,55.9,1.71,184,148,59,1.95,1443.0,Yoga,19.5,2.7,5,3,19.12,"Holman Supine Double Pike, Toy soldier, UP Band Pull-Apart","Type: Stretching, Equipment: Body Only, Level: Intermediate"
28,Male,87.0,1.76,197,121,60,1.2,799.0,Yoga,28.4,3.5,3,2,28.09,"Holman Straight Plank Donkey Kick, Eiffel Tower leg raise, Dumbbell T-hold","Type: Stretching, Equipment: Body Only, Level: Intermediate"
33,Female,65.3,1.71,172,135,74,1.18,796.0,HIIT,29.7,2.5,4,2,22.33,"Holman Squat Thrust to Push-Up to Super Woman, Standing leg swing, FYR2 Squat Jump","Type: Cardio, Equipment: Body Only, Level: Intermediate"
50,Male,45.4,1.67,163,158,62,1.37,1071.0,Yoga,24.1,2.8,4,2,16.28,"Holman Elbow Plank Alternating Pike, Standing face pull, Return Push from Stance","Type: Stretching, Equipment: nan, Level: Beginner"
26,Male,87.1,1.87,173,132,58,1.71,1241.0,Yoga,11.2,3.5,4,3,24.91,"Medicine ball twist, Squat Press Shoulder Press - Gethin Variation, MetaBurn Plank Wiper","Type: Stretching, Equipment: Body Only, Level: Intermediate"
23,Female,78.6,1.73,192,156,56,1.47,1147.0,HIIT,32.3,1.5,4,2,26.26,"Goblet squat-, Hanging exercise ball leg raise, Toe Touchers","Type: Cardio, Equipment: Other, Level: Beginner"
33,Female,78.0,1.71,187,136,58,1.08,734.0,Cardio,26.3,2.1,3,1,26.67,"Lateral Speed Step, FYR2 Squat Pulse, Holman Weighted Burpee to 180 Jump","Type: Cardio, Equipment: Body Only, Level: Intermediate"
46,Female,58.0,1.53,196,140,62,1.83,1153.0,Cardio,18.4,2.7,4,3,24.78,"King Maker Hack Squat, Holman Squat Jump to Lunge Jump, Leg Press","Type: Cardio, Equipment: Other, Level: Beginner"
20,Female,71.3,1.69,167,163,52,1.28,1043.0,Strength,33.4,2.3,3,2,24.96,"Plank - Gethin Variation, AM Dumbbell Bench Press, HM Alternating Jump Lunge","Type: Strength, Equipment: Body Only, Level: Intermediate"
37,Male,49.1,1.74,193,138,52,1.11,842.0,Yoga,22.3,2.6,3,2,16.22,"Holman Ninja Knee Hill Climber, HM Plank Alternating Hip-Dip, 90/90 Hamstring","Type: Stretching, Equipment: Body Only, Level: Intermediate"
53,Female,78.3,1.65,164,126,50,1.24,703.0,HIIT,33.7,1.6,3,1,28.76,"Bosu Ball Squat, Butterfly crunch, Dumbbell crusher","Type: Cardio, Equipment: Body Only, Level: Intermediate"
